Sentence,Words,Entity
,the,O
,Kriminalpolizei,B-E
Sentence: 142,What,O
,is,O
,the,O
,city,B-E
,of,O
,the,O
,Soccer,B-E
,Bowl,I-E
,'76,I-E
,and,O
,maintenance,B-E
,of,O
,the,O
,Cheasty,B-E
,Boulevard,I-E
,South,I-E
Sentence: 143,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,allegiance,B-E
,is,O
,Colony,B-E
,of,I-E
,Virginia,I-E
,and,O
,rank,B-E
,is,O
,Colonel,B-E
,(United,I-E
,States),I-E
,?,O
Sentence: 144,Who,O
,is,O
,the,O
,First,B-E
,Driver,I-E
,of,O
,1993,O
,European,O
,Grand,O
,Prix,O
,?,O
Sentence: 145,What,O
,is,O
,the,O
,layout,B-E
,of,O
,the,O
,automobiles,B-E
,whose,O
,related,B-E
,mean,I-E
,of,I-E
,transportation,I-E
,is,O
,Subaru,B-E
,Outback,I-E
,?,O
Sentence: 146,What,O
,is,O
,the,O
,university,B-E
,whose,O
,superintendent,B-E
,is,O
,Lieutenant,B-E
,general,I-E
,(United,I-E
,States),I-E
,and,O
,mascot,B-E
,is,O
,Gyrfalcon,B-E
,?,O
Sentence: 147,How,O
,many,O
,other,O
,ingredient,B-E
,are,O
,there,O
,of,O
,the,O
,Foods,B-E
,whose,O
,ingredient,B-E
,is,O
,Potato,B-E
,?,O
Sentence: 148,What,O
,is,O
,the,O
,source,B-E
,country,I-E
,of,O
,ung,O
,River,O
,?,O
Sentence: 149,How,O
,many,O
,producer,B-E
,(of,I-E
,product),I-E
,are,O
,there,O
,of,O
,the,O
,rockets,B-E
,whose,O
,launch,B-E
,site,I-E
,is,O
,Vandenberg,B-E
,Air,I-E
,Force,I-E
,Base,I-E
,?,O
Sentence: 150,List,O
,the,O
,destination,B-E
,of,O
,the,O
,airlines,B-E
,whose,O
,headquarters,B-E
,is,O
,Gatwick,B-E
,Airport,I-E
,.,O
Sentence: 151,What,O
,are,O
,the,O
,given,B-E
,names,I-E
,whose,O
,gender,B-E
,is,O
,Male,B-E
,?,O
Sentence: 152,What,O
,is,O
,the,O
,official,B-E
,residence,I-E
,of,O
,Sukhumbhand,O
,Paribatra,O
,?,O
Sentence: 153,What,O
,are,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,company's,B-E
,predecessor,B-E
,is,O
,Desilu,B-E
,Productions,I-E
,?,O
Sentence: 154,What,O
,is,O
,the,O
,operator,B-E
,of,O
,FedExField,O
,?,O
Sentence: 155,What,O
,is,O
,the,O
,battles,B-E
,of,O
,the,O
,Steven,B-E
,Palazzo,I-E
,and,O
,Tony,B-E
,Hogg,I-E
Sentence: 156,What,O
,is,O
,the,O
,parent,B-E
,company,I-E
,of,O
,the,O
,automobile,B-E
,whose,O
,assembly,B-E
,is,O
,Broadmeadows,B-E
,Victoria,I-E
,?,O
Sentence: 157,Who,O
,is,O
,the,O
,starring,B-E
,of,O
,the,O
,Betsy's,B-E
,Wedding,I-E
,and,O
,actor,B-E
,of,O
,the,O
,Sixteen,B-E
,Candles,I-E
Sentence: 158,How,O
,many,O
,information,B-E
,appliances,I-E
,are,O
,there,O
,whose,O
,made,B-E
,by,I-E
,is,O
,Foxconn,B-E
,?,O
Sentence: 159,Is,O
,Moscow,B-E
,the,O
,target,B-E
,airport,I-E
,of,O
,Polet,B-E
,Airlines,I-E
,?,O
Sentence: 160,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,land,B-E
,of,O
,the,O
,cheese,B-E
,whose,O
,ingredient,B-E
,is,O
,Shallot,B-E
,?,O
Sentence: 161,What,O
,is,O
,the,O
,mascot,B-E
,of,O
,the,O
,military,B-E
,unit,I-E
,which,O
,is,O
,the,O
,branch,B-E
,of,O
,David,B-E
,Prowse,I-E
,(politician),I-E
,?,O
Sentence: 162,Is,O
,Cohoes,B-E
,New,I-E
,York,I-E
,the,O
,route,B-E
,junction,I-E
,of,O
,New,B-E
,York,I-E
,State,I-E
,Route,I-E
,470,I-E
,?,O
Sentence: 163,How,O
,many,O
,notable,B-E
,work,I-E
,are,O
,there,O
,of,O
,the,O
,writer,B-E
,who,O
,is,O
,the,O
,creator,B-E
,of,O
,Stuart,B-E
,Alan,I-E
,Jones,I-E
,?,O
Sentence: 164,What,O
,is,O
,the,O
,literary,B-E
,genre,I-E
,of,O
,the,O
,Band,B-E
,whose,O
,home,B-E
,town,I-E
,is,O
,County,B-E
,Westmeath,I-E
,?,O
Sentence: 165,What,O
,is,O
,the,O
,sport,B-E
,of,O
,the,O
,universities,B-E
,whose,O
,city,B-E
,is,O
,Taguig,B-E
,?,O
Sentence: 166,What,O
,is,O
,the,O
,album,B-E
,of,O
,Haiti,O
,I,O
,Am,O
,Sorry,O
,?,O
Sentence: 167,Is,O
,C++,B-E
,the,O
,programming,B-E
,language,I-E
,of,O
,Microsoft,B-E
,Office,I-E
,?,O
Sentence: 168,List,O
,the,O
,Bands,B-E
,whose,O
,current,B-E
,members's,I-E
,notable,B-E
,instruments,I-E
,is,O
,PRS,B-E
,Guitars,I-E
,.,O
Sentence: 169,What,O
,is,O
,the,O
,river,B-E
,whose,O
,source,B-E
,place,I-E
,is,O
,Gloucestershire,B-E
,and,O
,river,B-E
,mouth,I-E
,is,O
,North,B-E
,Sea,I-E
,?,O
Sentence: 170,What,O
,are,O
,the,O
,other,O
,commander,B-E
,of,O
,the,O
,military,B-E
,conflicts,I-E
,whose,O
,commander,B-E
,is,O
,Roundhead,B-E
,(Wyandot),I-E
Sentence: 171,What,O
,are,O
,the,O
,books,B-E
,whose,O
,literary,B-E
,genre,I-E
,is,O
,Short,B-E
,story,I-E
,?,O
Sentence: 172,What,O
,is,O
,the,O
,Nickname,B-E
,of,O
,the,O
,schools,B-E
,whose,O
,colour,B-E
,is,O
,Royal,B-E
,blue,I-E
,?,O
Sentence: 173,What,O
,is,O
,the,O
,party,B-E
,of,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,alma,B-E
,mater,I-E
,is,O
,Somerville,B-E
,College,I-E
,Oxford,I-E
,?,O
Sentence: 174,What,O
,is,O
,the,O
,awards,B-E
,of,O
,Jos,O
,Rivera,O
,(playwright),O
,?,O
Sentence: 175,Who,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,prize,B-E
,received,I-E
,is,O
,Screen,B-E
,Actors,I-E
,Guild,I-E
,Life,I-E
,Achievement,I-E
,Award,I-E
,?,O
Sentence: 176,What,O
,are,O
,the,O
,movies,B-E
,whose,O
,director,B-E
,of,I-E
,photography's,I-E
,place,B-E
,of,I-E
,death,I-E
,is,O
,United,B-E
,States,I-E
,?,O
Sentence: 177,What,O
,is,O
,the,O
,Home,B-E
,Stadium,I-E
,of,O
,the,O
,Kenya,B-E
,national,I-E
,under-20,I-E
,football,I-E
,team,I-E
,and,O
,born,B-E
,in,I-E
,of,O
,the,O
,Martin,B-E
,Suji,I-E
Sentence: 178,What,O
,is,O
,the,O
,company,B-E
,whose,O
,key,B-E
,people,I-E
,is,O
,Dennis,B-E
,Muilenburg,I-E
,and,O
,key,B-E
,person,I-E
,is,O
,Raymond,B-E
,Conner,I-E
,?,O
Sentence: 179,What,O
,is,O
,the,O
,branch,B-E
,of,O
,the,O
,George,B-E
,G.,I-E
,Siebels,I-E
,Jr.,I-E
,and,O
,LeRoy,B-E
,Collins,I-E
Sentence: 180,What,O
,scientists's,B-E
,citizenship,B-E
,is,O
,Statelessness,B-E
Sentence: 181,What,O
,is,O
,the,O
,region,B-E
,served,I-E
,of,O
,Toll,O
,Global,O
,Express,O
,?,O
Sentence: 182,What,O
,is,O
,the,O
,protected,B-E
,area,I-E
,whose,O
,nearest,B-E
,city,I-E
,is,O
,Kenya,B-E
,?,O
Sentence: 183,How,O
,many,O
,other,O
,nearest,B-E
,city,I-E
,are,O
,there,O
,of,O
,the,O
,historic,B-E
,places,I-E
,whose,O
,nearest,B-E
,city,I-E
,is,O
,Wisconsin,B-E
,?,O
Sentence: 184,Give,O
,me,O
,the,O
,total,O
,number,O
,of,O
,commander,B-E
,of,O
,the,O
,military,B-E
,conflicts,I-E
,whose,O
,commander,B-E
,is,O
,Roundhead,B-E
,(Wyandot),I-E
,.,O
Sentence: 185,Give,O
,me,O
,a,O
,count,O
,of,O
,countries,B-E
,whose,O
,leader,B-E
,name,I-E
,is,O
,Elizabeth,B-E
,II,I-E
,?,O
Sentence: 186,What,O
,are,O
,the,O
,other,O
,fields,B-E
,of,O
,the,O
,scientists,B-E
,whose,O
,fields,B-E
,is,O
,Chinese,B-E
,poetry,I-E
Sentence: 187,What,O
,is,O
,the,O
,narrated,B-E
,of,O
,the,O
,television,B-E
,show,I-E
,whose,O
,composer,B-E
,is,O
,John,B-E
,Douglas,I-E
,(conductor),I-E
,?,O
Sentence: 188,What,O
,is,O
,the,O
,parent,B-E
,of,O
,the,O
,Hypnotize,B-E
,Minds,I-E
,and,O
,label,B-E
,of,O
,the,O
,The,B-E
,Producers,I-E
,(2005,I-E
,film),I-E
Sentence: 189,What,O
,is,O
,the,O
,college,B-E
,of,O
,the,O
,Luke,B-E
,List,I-E
,(golfer),I-E
,and,O
,alma,B-E
,mater,I-E
,of,O
,the,O
,K.,B-E
,Terry,I-E
,Dornbush,I-E
Sentence: 190,Who,O
,is,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,portrayer,B-E
,is,O
,Terminator,B-E
,2:,I-E
,Judgment,I-E
,Day,I-E
,?,O
Sentence: 191,What,O
,is,O
,the,O
,debut,B-E
,team,I-E
,of,O
,the,O
,John,B-E
,Estes,I-E
,and,O
,team,B-E
,of,O
,the,O
,Dan,B-E
,Shamash,I-E
Sentence: 192,What,O
,is,O
,the,O
,official,B-E
,residence,I-E
,of,O
,the,O
,ice,B-E
,hockey,I-E
,players,I-E
,whose,O
,works,B-E
,at,I-E
,is,O
,Detroit,B-E
,Red,I-E
,Wings,I-E
,?,O
Sentence: 193,What,O
,is,O
,the,O
,nation,B-E
,of,O
,the,O
,companies,B-E
,whose,O
,headquarters,B-E
,is,O
,Klang,B-E
,Valley,I-E
,?,O
Sentence: 194,Is,O
,Chant,B-E
,mas,I-E
,the,O
,stylistic,B-E
,origin,I-E
,of,O
,West,B-E
,Africa,I-E
,?,O
Sentence: 195,What,O
,is,O
,the,O
,river,B-E
,whose,O
,mouth,B-E
,country,I-E
,is,O
,Mozambique,B-E
,and,O
,source,B-E
,region,I-E
,is,O
,North-Western,B-E
,Province,I-E
,Zambia,I-E
,?,O
Sentence: 196,Give,O
,me,O
,a,O
,count,O
,of,O
,bacterias,B-E
,whose,O
,class,B-E
,is,O
,Bacilli,B-E
,?,O
Sentence: 197,Count,O
,the,O
,number,O
,of,O
,producer,B-E
,of,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,company,B-E
,is,O
,FremantleMedia,B-E
,.,O
Sentence: 198,What,O
,person's,B-E
,board,B-E
,is,O
,Kate,B-E
,Spade,I-E
,&,I-E
,Company,I-E
Sentence: 199,Who,O
,is,O
,the,O
,animator,B-E
,of,O
,the,O
,Tommy,B-E
,Tucker's,I-E
,Tooth,I-E
,and,O
,director,B-E
,of,O
,the,O
,The,B-E
,Haunted,I-E
,House,I-E
,(1929,I-E
,film),I-E
Sentence: 200,What,O
,is,O
,the,O
,university,B-E
,whose,O
,athletics,B-E
,is,O
,National,B-E
,Collegiate,I-E
,Athletic,I-E
,Association,I-E
,and,O
,chancellor,B-E
,is,O
,Nicholas,B-E
,S.,I-E
,Zeppos,I-E
,?,O
Sentence: 201,What,O
,is,O
,the,O
,manager,B-E
,club,I-E
,of,O
,the,O
,Ivan,B-E
,Toplak,I-E
,and,O
,Bret,B-E
,Simon,I-E
Sentence: 202,Give,O
,me,O
,a,O
,count,O
,of,O
,television,B-E
,shows,I-E
,whose,O
,creator,B-E
,is,O
,Larry,B-E
,David,I-E
,?,O
Sentence: 203,What,O
,is,O
,the,O
,district,B-E
,of,O
,the,O
,building,B-E
,whose,O
,part,B-E
,is,O
,Martin,B-E
,AN/GSG-5,I-E
,Battery,I-E
,Integration,I-E
,and,I-E
,Radar,I-E
,Display,I-E
,Equipment,I-E
,?,O
Sentence: 204,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,architect,B-E
,of,O
,the,O
,stadia,B-E
,whose,O
,tenant,B-E
,is,O
,Oakland,B-E
,Athletics,I-E
,?,O
Sentence: 205,What,O
,is,O
,the,O
,board,B-E
,of,O
,the,O
,person,B-E
,who,O
,is,O
,the,O
,founded,B-E
,by,I-E
,of,O
,Bomis,B-E
,?,O
Sentence: 206,What,O
,is,O
,the,O
,job,B-E
,of,O
,the,O
,Craig,B-E
,Van,I-E
,Tilbury,I-E
,and,O
,film,B-E
,genre,I-E
,of,O
,the,O
,PyChess,B-E
Sentence: 207,What,O
,is,O
,the,O
,location,B-E
,country,I-E
,of,O
,Ethiopian,O
,Parliament,O
,Building,O
,?,O
Sentence: 208,What,O
,are,O
,the,O
,other,O
,city,B-E
,of,O
,the,O
,rivers,B-E
,whose,O
,city,B-E
,is,O
,Tukwila,B-E
,Washington,I-E
Sentence: 209,What,O
,is,O
,the,O
,award,B-E
,whose,O
,presenter,B-E
,is,O
,Downtown,B-E
,Athletic,I-E
,Club,I-E
,?,O
Sentence: 210,What,O
,is,O
,the,O
,appointer,B-E
,of,O
,the,O
,Joseph,B-E
,Clay,I-E
,(Georgia),I-E
,and,O
,William,B-E
,Cushing,I-E
Sentence: 211,Who,O
,is,O
,the,O
,parent,B-E
,of,O
,Dannielynn,O
,Birkhead,O
,?,O
Sentence: 212,What,O
,is,O
,the,O
,awards,B-E
,of,O
,the,O
,person,B-E
,who,O
,is,O
,the,O
,partner,B-E
,of,O
,Harriet,B-E
,Andersson,I-E
,?,O
Sentence: 213,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,wars,B-E
,are,O
,Fort,B-E
,Gadsden,I-E
,and,O
,Fort,B-E
,Barrancas,I-E
,?,O
Sentence: 214,What,O
,is,O
,the,O
,country,B-E
,whose,O
,currencies,B-E
,are,O
,Solidus,B-E
,(coin),I-E
,and,O
,Aureus,B-E
,?,O
Sentence: 215,What,O
,is,O
,the,O
,parent,B-E
,of,O
,the,O
,airline,B-E
,whose,O
,hubs,B-E
,is,O
,Detroit,B-E
,?,O
Sentence: 216,What,O
,is,O
,the,O
,successor,B-E
,of,O
,the,O
,Levi,B-E
,Lincoln,I-E
,Sr.,I-E
,and,O
,appointer,B-E
,of,O
,the,O
,William,B-E
,Clark,I-E
Sentence: 217,What,O
,is,O
,the,O
,company,B-E
,whose,O
,divisions,B-E
,is,O
,Audi,B-E
,India,I-E
,?,O
Sentence: 218,What,O
,is,O
,the,O
,subject,B-E
,of,O
,the,O
,books,B-E
,whose,O
,subsequent,B-E
,work,I-E
,is,O
,Cosmos,B-E
,(Carl,I-E
,Sagan,I-E
,book),I-E
,?,O
Sentence: 219,What,O
,is,O
,the,O
,nationality,B-E
,of,O
,the,O
,chancellor,B-E
,who,O
,is,O
,the,O
,deputy,B-E
,of,O
,Michael,B-E
,Mayr,I-E
,?,O
Sentence: 220,What,O
,is,O
,the,O
,official,B-E
,residence,I-E
,of,O
,the,O
,Helen,B-E
,Getachew,I-E
,and,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,the,O
,Haile,B-E
,Selassie,I-E
,Gugsa,I-E
Sentence: 221,What,O
,is,O
,the,O
,built,B-E
,by,I-E
,of,O
,Ford,O
,Y-block,O
,engine,O
,?,O
Sentence: 222,Is,O
,Saxophone,B-E
,the,O
,instrument,B-E
,of,O
,Gibby,B-E
,Haynes,I-E
,?,O
Sentence: 223,Is,O
,The,B-E
,Orator,I-E
,the,O
,museum,B-E
,of,O
,National,B-E
,Archaeological,I-E
,Museum,I-E
,(Florence),I-E
,?,O
Sentence: 224,What,O
,is,O
,the,O
,region,B-E
,of,O
,Lumberjack,O
,100,O
,?,O
Sentence: 225,What,O
,is,O
,the,O
,alma,B-E
,mater,I-E
,of,O
,the,O
,president,B-E
,who,O
,is,O
,the,O
,president,B-E
,of,O
,Beikta,B-E
,JK,I-E
,(wheelchair,I-E
,basketball),I-E
,?,O
Sentence: 226,What,O
,is,O
,the,O
,vice,B-E
,president,I-E
,of,O
,the,O
,Elizabeth,B-E
,Alexander,I-E
,(press,I-E
,secretary),I-E
,and,O
,Jared,B-E
,Bernstein,I-E
Sentence: 227,How,O
,many,O
,award,B-E
,won,I-E
,are,O
,there,O
,of,O
,the,O
,writers,B-E
,whose,O
,awards,B-E
,is,O
,Royal,B-E
,Designers,I-E
,for,I-E
,Industry,I-E
,?,O
Sentence: 228,What,O
,is,O
,the,O
,location,B-E
,of,O
,the,O
,owl,B-E
,which,O
,is,O
,the,O
,team,B-E
,of,O
,Abdel,B-E
,Bouckar,I-E
,?,O
Sentence: 229,What,O
,is,O
,the,O
,of,B-E
,team,I-E
,of,O
,the,O
,soccer,B-E
,players,I-E
,whose,O
,nationalteam,B-E
,is,O
,Tanzania,B-E
,national,I-E
,football,I-E
,team,I-E
,?,O
Sentence: 230,What,O
,is,O
,the,O
,governing,B-E
,body,I-E
,of,O
,Burro,O
,Flats,O
,Painted,O
,Cave,O
,?,O
Sentence: 231,Is,O
,Hank,B-E
,Williams,I-E
,Jr.,I-E
,the,O
,musician,B-E
,of,O
,Early,B-E
,in,I-E
,the,I-E
,Morning,I-E
,and,I-E
,Late,I-E
,at,I-E
,Night,I-E
,?,O
Sentence: 232,What,O
,are,O
,the,O
,hollywood,B-E
,cartoons,I-E
,whose,O
,distributed,B-E
,by's,I-E
,parent,B-E
,company,I-E
,is,O
,Time,B-E
,Warner,I-E
,?,O
Sentence: 233,What,O
,is,O
,the,O
,writer,B-E
,whose,O
,notable,B-E
,work's,I-E
,illustrated,B-E
,by,I-E
,is,O
,E.,B-E
,W.,I-E
,Kemble,I-E
,?,O
Sentence: 234,Who,O
,is,O
,the,O
,partner,B-E
,of,O
,the,O
,Kelly,B-E
,Brook,I-E
,and,O
,Rosie,B-E
,Huntington-Whiteley,I-E
Sentence: 235,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,presenter,B-E
,is,O
,Ryan,B-E
,Seacrest,I-E
,and,O
,channel,B-E
,is,O
,Fox,B-E
,Broadcasting,I-E
,Company,I-E
,?,O
Sentence: 236,What,O
,is,O
,the,O
,order,B-E
,of,O
,the,O
,George,B-E
,Frisbie,I-E
,Hoar,I-E
,and,O
,William,B-E
,Langer,I-E
Sentence: 237,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,television,B-E
,shows,I-E
,whose,O
,distributor's,B-E
,location,B-E
,city,I-E
,is,O
,Burbank,B-E
,California,I-E
,?,O
Sentence: 238,What,O
,is,O
,the,O
,Ceremonial,B-E
,County,I-E
,of,O
,East,O
,Tilbury,O
,?,O
Sentence: 239,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,theme,B-E
,music,I-E
,composer,I-E
,is,O
,Gary,B-E
,Portnoy,I-E
,and,O
,subsequent,B-E
,work,I-E
,is,O
,Frasier,B-E
,?,O
Sentence: 240,What,O
,is,O
,the,O
,sport,B-E
,of,O
,the,O
,Fr.,B-E
,Agnel,I-E
,Multipurpose,I-E
,School,I-E
,and,I-E
,Junior,I-E
,College,I-E
,and,O
,athletics,B-E
,of,O
,the,O
,Jamiatu,B-E
,Muslim,I-E
,Mindanao,I-E
Sentence: 241,What,O
,is,O
,the,O
,service,B-E
,of,O
,the,O
,Laemmle,B-E
,Theatres,I-E
,and,O
,award,B-E
,of,O
,the,O
,James,B-E
,F.,I-E
,O'Brien,I-E
Sentence: 242,List,O
,the,O
,draft,B-E
,team,I-E
,of,O
,the,O
,ice,B-E
,hockey,I-E
,players,I-E
,whose,O
,prospect,B-E
,team,I-E
,is,O
,Toronto,B-E
,Marlies,I-E
,.,O
Sentence: 243,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,predecessor,B-E
,is,O
,Lucius,B-E
,Cornelius,I-E
,Lentulus,I-E
,Crus,I-E
,and,O
,associate,B-E
,is,O
,Marcus,B-E
,Calpurnius,I-E
,Bibulus,I-E
,?,O
Sentence: 244,How,O
,many,O
,former,B-E
,partner,I-E
,of,O
,the,O
,figure,B-E
,skaters,I-E
,whose,O
,former,B-E
,choreographer,I-E
,is,O
,Catarina,B-E
,Lindgren,I-E
,are,O
,there,O
,?,O
Sentence: 245,What,O
,are,O
,the,O
,buildings,B-E
,whose,O
,location's,B-E
,leader,B-E
,name,I-E
,is,O
,Democratic,B-E
,Party,I-E
,(United,I-E
,States),I-E
,?,O
Sentence: 246,What,O
,is,O
,the,O
,currentclub,B-E
,of,O
,Abdelhameed,O
,Amarri,O
,?,O
Sentence: 247,What,O
,is,O
,the,O
,venerated,B-E
,in,I-E
,of,O
,the,O
,popes,B-E
,whose,O
,major,B-E
,shrine,I-E
,is,O
,St.,B-E
,Peter's,I-E
,Basilica,I-E
,?,O
Sentence: 248,What,O
,person's,B-E
,son,B-E
,is,O
,Barbara,B-E
,Ann,I-E
,Crancer,I-E
Sentence: 249,What,O
,is,O
,the,O
,home,B-E
,stadium,I-E
,of,O
,the,O
,201112,B-E
,FC,I-E
,Spartak,I-E
,Moscow,I-E
,season,I-E
,and,O
,location,B-E
,of,I-E
,birth,I-E
,of,O
,the,O
,Svetlana,B-E
,Gounkina,I-E
Sentence: 250,What,O
,is,O
,the,O
,commander,B-E
,of,O
,the,O
,Siege,B-E
,of,I-E
,Fort,I-E
,Meigs,I-E
,and,O
,Battle,B-E
,of,I-E
,Fort,I-E
,Stephenson,I-E
Sentence: 251,What,O
,are,O
,the,O
,video,B-E
,games,I-E
,whose,O
,publisher's,B-E
,location,B-E
,is,O
,California,B-E
,?,O
Sentence: 252,What,O
,is,O
,the,O
,Stadium,B-E
,of,O
,Philadelphia,O
,Rage,O
,?,O
Sentence: 253,What,O
,is,O
,the,O
,company,B-E
,whose,O
,product,B-E
,is,O
,Pixar,B-E
,Image,I-E
,Computer,I-E
,?,O
Sentence: 254,Is,O
,Marie,B-E
,Curie,I-E
,the,O
,doctoral,B-E
,student,I-E
,of,O
,Henri,B-E
,Becquerel,I-E
,?,O
Sentence: 255,What,O
,are,O
,the,O
,baseball,B-E
,teams,I-E
,whose,O
,belongs,B-E
,to,I-E
,is,O
,Guggenheim,B-E
,Partners,I-E
,?,O
Sentence: 256,How,O
,many,O
,software,B-E
,are,O
,there,O
,whose,O
,content,B-E
,license,I-E
,is,O
,Software,B-E
,as,I-E
,a,I-E
,service,I-E
,?,O
Sentence: 257,Who,O
,is,O
,the,O
,headcoach,B-E
,of,O
,201415,O
,Virginia,O
,Tech,O
,Hokies,O
,men's,O
,basketball,O
,team,O
,?,O
Sentence: 258,What,O
,is,O
,the,O
,resting,B-E
,place,I-E
,of,O
,the,O
,politician,B-E
,who,O
,is,O
,the,O
,successor,B-E
,of,O
,Samuel,B-E
,Hayes,I-E
,(settler),I-E
,?,O
Sentence: 259,What,O
,is,O
,the,O
,sovereign,B-E
,state,I-E
,of,O
,the,O
,speedway,B-E
,league,I-E
,which,O
,is,O
,the,O
,title,B-E
,of,O
,2001,B-E
,Speedway,I-E
,Ekstraliga,I-E
,?,O
Sentence: 260,How,O
,many,O
,other,O
,broadcast,B-E
,area,I-E
,of,O
,the,O
,television,B-E
,stations,I-E
,whose,O
,broadcast,B-E
,area,I-E
,is,O
,Rodrigues,B-E
,are,O
,there,O
,?,O
Sentence: 261,What,O
,is,O
,the,O
,governing,B-E
,body,I-E
,of,O
,the,O
,Naval,B-E
,Air,I-E
,Facility,I-E
,Adak,I-E
,and,O
,Oahu,B-E
,Railway,I-E
,and,I-E
,Land,I-E
,Company,I-E
Sentence: 262,How,O
,many,O
,beverages,B-E
,are,O
,there,O
,whose,O
,origin,B-E
,is,O
,England,B-E
,?,O
Sentence: 263,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,other,O
,non-fiction,B-E
,subject,I-E
,of,O
,the,O
,books,B-E
,whose,O
,non-fiction,B-E
,subject,I-E
,is,O
,Racism,B-E
,?,O
Sentence: 264,What,O
,are,O
,the,O
,junction,B-E
,of,O
,U.S.,O
,Route,O
,59,O
,?,O
Sentence: 265,What,O
,is,O
,the,O
,services,B-E
,of,O
,the,O
,companies,B-E
,whose,O
,service,B-E
,is,O
,OneDrive,B-E
,?,O
Sentence: 266,What,O
,are,O
,the,O
,software,B-E
,whose,O
,operating,B-E
,system,I-E
,is,O
,Mac,B-E
,OS,I-E
,?,O
Sentence: 267,What,O
,is,O
,the,O
,city,B-E
,of,O
,the,O
,television,B-E
,station,I-E
,whose,O
,affiliations,B-E
,is,O
,LATV,B-E
,?,O
Sentence: 268,What,O
,is,O
,the,O
,state,B-E
,of,O
,the,O
,administrative,B-E
,region,I-E
,which,O
,is,O
,the,O
,system,B-E
,of,I-E
,of,O
,Oscoda,B-E
,Michigan,I-E
,?,O
Sentence: 269,Is,O
,Gibson,B-E
,SG,I-E
,the,O
,notable,B-E
,instruments,I-E
,of,O
,Duane,B-E
,Allman,I-E
,?,O
Sentence: 270,Who,O
,are,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,prime,B-E
,minister,I-E
,is,O
,Bob,B-E
,Hawke,I-E
,?,O
Sentence: 271,What,O
,is,O
,the,O
,known,B-E
,for,I-E
,of,O
,Bob,O
,Adams,O
,(American,O
,football),O
,?,O
Sentence: 272,Is,O
,Unitary,B-E
,state,I-E
,the,O
,government,B-E
,type,I-E
,of,O
,Guatemala,B-E
,?,O
Sentence: 273,Who,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,craft,B-E
,is,O
,Chelsea,B-E
,F.C.,I-E
,?,O
Sentence: 274,What,O
,is,O
,the,O
,affiliation,B-E
,of,O
,the,O
,Monroe,B-E
,Carell,I-E
,Jr.,I-E
,Children's,I-E
,Hospital,I-E
,at,I-E
,Vanderbilt,I-E
,and,O
,alma,B-E
,mater,I-E
,of,O
,the,O
,Duncan,B-E
,U.,I-E
,Fletcher,I-E
Sentence: 275,What,O
,is,O
,the,O
,scientist,B-E
,whose,O
,doctoral,B-E
,students,I-E
,is,O
,Charles,B-E
,Drummond,I-E
,Ellis,I-E
,and,O
,known,B-E
,for,I-E
,is,O
,Manhattan,B-E
,Project,I-E
,?,O
Sentence: 276,What,O
,is,O
,the,O
,under,B-E
,of,O
,the,O
,roads,B-E
,whose,O
,designed,B-E
,by,I-E
,is,O
,UEM,B-E
,Group,I-E
,?,O
Sentence: 277,Count,O
,the,O
,number,O
,of,O
,relation,B-E
,of,O
,the,O
,military,B-E
,people,I-E
,whose,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,is,O
,Germany,B-E
,.,O
Sentence: 278,List,O
,the,O
,official,B-E
,residence,I-E
,of,O
,the,O
,people,B-E
,whose,O
,alma,B-E
,mater,I-E
,is,O
,Bachelor,B-E
,of,I-E
,Arts,I-E
,.,O
Sentence: 279,Is,O
,Galileo,B-E
,Galilei,I-E
,the,O
,discoverer,B-E
,or,I-E
,inventor,I-E
,of,O
,Callisto,B-E
,(moon),I-E
,?,O
Sentence: 280,Is,O
,Politics,B-E
,the,O
,literary,B-E
,genre,I-E
,of,O
,A,B-E
,Foreign,I-E
,Policy,I-E
,of,I-E
,Freedom,I-E
,?,O
Sentence: 281,How,O
,many,O
,mountains,B-E
,are,O
,there,O
,whose,O
,mountain,B-E
,range,I-E
,is,O
,Sierra,B-E
,Nevada,I-E
,(U.S.),I-E
,?,O
Sentence: 282,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,other,O
,characters,B-E
,of,O
,the,O
,plays,B-E
,whose,O
,characters,B-E
,is,O
,Robin,B-E
,(comics),I-E
,?,O
Sentence: 283,What,O
,is,O
